timestamp,open,high,low,close,volume,trade_count,vwap
2021-04-01 03:45:00-04:00,22.72,22.72,22.72,22.72,575,2,22.72
2021-04-01 04:14:00-04:00,22.71,22.71,22.71,22.71,600,1,22.71
2021-04-01 04:37:00-04:00,22.71,22.71,22.71,22.71,159,2,22.71
2021-04-01 04:47:00-04:00,22.68,22.68,22.68,22.68,7700,3,22.68
2021-04-01 04:49:00-04:00,22.68,22.68,22.68,22.68,300,1,22.68
2021-04-01 04:51:00-04:00,22.67,22.67,22.67,22.67,200,1,22.67
2021-04-01 05:02:00-04:00,22.65,22.65,22.65,22.65,100,1,22.65
2021-04-01 05:06:00-04:00,22.64,22.64,22.64,22.64,100,1,22.64
2021-04-01 05:35:00-04:00,22.65,22.65,22.65,22.65,333,2,22.65
2021-04-01 05:47:00-04:00,22.65,22.65,22.65,22.65,500,1,22.65
2021-04-01 06:03:00-04:00,22.64,22.64,22.64,22.64,988,2,22.63999
2021-04-01 06:17:00-04:00,22.63,22.63,22.63,22.63,200,1,22.63
2021-04-01 06:21:00-04:00,22.63,22.63,22.63,22.63,200,2,22.63
2021-04-01 06:38:00-04:00,22.62,22.62,22.62,22.62,2250,1,22.62
2021-04-01 06:42:00-04:00,22.65,22.65,22.64,22.64,600,6,22.645
2021-04-01 06:46:00-04:00,22.62,22.62,22.62,22.62,200,2,22.62
2021-04-01 06:48:00-04:00,22.61,22.61,22.61,22.61,300,1,22.61
2021-04-01 07:00:00-04:00,22.58,22.58,22.58,22.58,16964,27,22.580026
2021-04-01 07:01:00-04:00,22.57,22.57,22.57,22.57,8012,9,22.57
2021-04-01 07:02:00-04:00,22.56,22.56,22.56,22.56,214,4,22.56
2021-04-01 07:05:00-04:00,22.57,22.57,22.57,22.57,250,1,22.57
2021-04-01 07:06:00-04:00,22.56,22.56,22.56,22.56,650,3,22.56
2021-04-01 07:08:00-04:00,22.5501,22.5501,22.5501,22.5501,1053,3,22.550598
2021-04-01 07:09:00-04:00,22.5699,22.5699,22.5699,22.5699,120,1,22.5699
2021-04-01 07:11:00-04:00,22.57,22.57,22.57,22.57,1000,1,22.57
2021-04-01 07:12:00-04:00,22.5799,22.5799,22.56,22.56,604,7,22.566755
2021-04-01 07:13:00-04:00,22.58,22.58,22.58,22.58,500,2,22.58
2021-04-01 07:14:00-04:00,22.5799,22.5799,22.5799,22.5799,200,1,22.5799
2021-04-01 07:15:00-04:00,22.57,22.57,22.57,22.57,1500,1,22.57
2021-04-01 07:17:00-04:00,22.5699,22.5699,22.56,22.56,5800,2,22.561707
2021-04-01 07:18:00-04:00,22.55,22.55,22.55,22.55,100,1,22.55
2021-04-01 07:24:00-04:00,22.57,22.57,22.57,22.57,300,1,22.57
2021-04-01 07:26:00-04:00,22.58,22.58,22.58,22.58,1500,1,22.58
2021-04-01 07:29:00-04:00,22.6,22.6,22.6,22.6,500,1,22.6
2021-04-01 07:30:00-04:00,22.6,22.6,22.6,22.6,500,2,22.6
2021-04-01 07:33:00-04:00,22.59,22.59,22.59,22.59,1000,1,22.59
2021-04-01 07:38:00-04:00,22.6,22.6,22.6,22.6,268,1,22.6
2021-04-01 07:39:00-04:00,22.62,22.62,22.6,22.6,2108,7,22.610447
2021-04-01 07:42:00-04:00,22.61,22.61,22.61,22.61,100,1,22.61
2021-04-01 07:43:00-04:00,22.61,22.61,22.61,22.61,134,3,22.607463
2021-04-01 07:45:00-04:00,22.62,22.62,22.62,22.62,100,1,22.62
2021-04-01 07:49:00-04:00,22.6299,22.6299,22.6299,22.6299,500,1,22.6299
2021-04-01 07:51:00-04:00,22.61,22.61,22.61,22.61,1000,1,22.61
2021-04-01 07:54:00-04:00,22.63,22.63,22.63,22.63,501,3,22.62998
2021-04-01 07:55:00-04:00,22.64,22.65,22.64,22.65,5800,6,22.641379
2021-04-01 07:56:00-04:00,22.66,22.66,22.65,22.65,606,3,22.656601
2021-04-01 08:00:00-04:00,22.65,22.67,22.65,22.67,8593,17,22.654528
2021-04-01 08:01:00-04:00,22.67,22.67,22.66,22.66,600,2,22.668333
2021-04-01 08:02:00-04:00,22.66,22.66,22.66,22.66,100,1,22.66
2021-04-01 08:03:00-04:00,22.65,22.65,22.65,22.65,104,2,22.649615
2021-04-01 08:05:00-04:00,22.65,22.66,22.65,22.66,393,2,22.655089
2021-04-01 08:07:00-04:00,22.66,22.66,22.66,22.66,590,5,22.664492
2021-04-01 08:08:00-04:00,22.65,22.67,22.65,22.66,6560,19,22.651357
2021-04-01 08:09:00-04:00,22.67,22.67,22.67,22.67,3330,4,22.67
2021-04-01 08:10:00-04:00,22.68,22.68,22.68,22.68,5000,2,22.68
2021-04-01 08:11:00-04:00,22.69,22.69,22.69,22.69,500,1,22.69
2021-04-01 08:12:00-04:00,22.69,22.7,22.69,22.7,2826,12,22.697169
2021-04-01 08:15:00-04:00,22.7,22.7,22.6901,22.6901,400,4,22.697525
2021-04-01 08:16:00-04:00,22.6999,22.6999,22.6999,22.6999,100,1,22.6999
2021-04-01 08:17:00-04:00,22.69,22.69,22.69,22.69,250,3,22.688
2021-04-01 08:19:00-04:00,22.69,22.69,22.69,22.69,120,2,22.69
2021-04-01 08:20:00-04:00,22.69,22.69,22.69,22.69,1000,6,22.69
2021-04-01 08:22:00-04:00,22.68,22.68,22.68,22.68,500,2,22.68
2021-04-01 08:23:00-04:00,22.7,22.71,22.7,22.7,1525,13,22.701148
2021-04-01 08:24:00-04:00,22.72,22.74,22.72,22.74,1111,6,22.733501
2021-04-01 08:25:00-04:00,22.73,22.73,22.715,22.715,1400,6,22.718929
2021-04-01 08:26:00-04:00,22.7,22.7,22.7,22.7,575,2,22.700013
2021-04-01 08:27:00-04:00,22.7,22.7,22.69,22.69,2190,6,22.697078
2021-04-01 08:28:00-04:00,22.68,22.69,22.68,22.68,1703,8,22.687064
2021-04-01 08:30:00-04:00,22.67,22.67,22.67,22.67,558,14,22.670681
2021-04-01 08:33:00-04:00,22.71,22.71,22.71,22.71,130,3,22.706538
2021-04-01 08:35:00-04:00,22.69,22.69,22.69,22.69,500,1,22.69
2021-04-01 08:42:00-04:00,22.68,22.68,22.68,22.68,100,1,22.68
2021-04-01 08:44:00-04:00,22.67,22.67,22.67,22.67,536,3,22.669797
2021-04-01 08:46:00-04:00,22.68,22.68,22.68,22.68,200,1,22.68
2021-04-01 08:50:00-04:00,22.67,22.68,22.67,22.68,1889,6,22.678423
2021-04-01 08:51:00-04:00,22.68,22.68,22.68,22.68,900,1,22.68
2021-04-01 08:52:00-04:00,22.69,22.7,22.69,22.7,2200,7,22.695909
2021-04-01 08:53:00-04:00,22.69,22.69,22.68,22.68,1510,10,22.686623
2021-04-01 08:54:00-04:00,22.67,22.67,22.67,22.67,550,2,22.67
2021-04-01 08:56:00-04:00,22.69,22.69,22.69,22.69,600,2,22.69
2021-04-01 08:57:00-04:00,22.7,22.7001,22.7,22.7001,220,2,22.700055
2021-04-01 08:58:00-04:00,22.7,22.7,22.7,22.7,508,4,22.700079
2021-04-01 08:59:00-04:00,22.71,22.74,22.71,22.74,1020,4,22.725118
2021-04-01 09:00:00-04:00,22.74,22.85,22.74,22.84,9659,36,22.791724
2021-04-01 09:01:00-04:00,22.85,22.87,22.85,22.87,12457,18,22.869001
2021-04-01 09:02:00-04:00,22.87,22.88,22.87,22.88,11302,11,22.879338
2021-04-01 09:03:00-04:00,22.89,22.89,22.88,22.88,2110,9,22.882322
2021-04-01 09:04:00-04:00,22.88,22.9,22.88,22.895,10743,16,22.895199
2021-04-01 09:05:00-04:00,22.9,22.91,22.9,22.91,23255,13,22.902584
2021-04-01 09:06:00-04:00,22.9,22.91,22.895,22.91,2194,14,22.903304
2021-04-01 09:07:00-04:00,22.89,22.89,22.89,22.89,5543,6,22.890258
2021-04-01 09:09:00-04:00,22.92,22.92,22.88,22.88,6791,10,22.887199
2021-04-01 09:10:00-04:00,22.9,22.9,22.9,22.9,3104,6,22.900242
2021-04-01 09:11:00-04:00,22.9,22.905,22.89,22.905,414856,118,22.897607
2021-04-01 09:12:00-04:00,22.9,22.91,22.9,22.905,8329,9,22.900178
2021-04-01 09:13:00-04:00,22.89,22.92,22.89,22.92,13522,14,22.90042
2021-04-01 09:14:00-04:00,22.91,22.91,22.91,22.91,2012,4,22.910052
2021-04-01 09:15:00-04:00,22.92,22.92,22.91,22.91,732,10,22.915635
2021-04-01 09:16:00-04:00,22.9,22.9,22.9,22.9,628,5,22.899841
2021-04-01 09:17:00-04:00,22.8899,22.8899,22.88,22.88,6306,9,22.880253
2021-04-01 09:18:00-04:00,22.89,22.89,22.88,22.89,1914,3,22.889478
2021-04-01 09:19:00-04:00,22.87,22.87,22.87,22.87,2910,9,22.870345
2021-04-01 09:20:00-04:00,22.87,22.8799,22.86,22.8799,20152,11,22.861991
2021-04-01 09:23:00-04:00,22.86,22.86,22.86,22.86,131,3,22.86
2021-04-01 09:24:00-04:00,22.86,22.86,22.86,22.86,301,3,22.859967
2021-04-01 09:25:00-04:00,22.86,22.86,22.86,22.86,300,2,22.86
2021-04-01 09:26:00-04:00,22.88,22.88,22.87,22.87,1301,5,22.872314
2021-04-01 09:28:00-04:00,22.86,22.86,22.86,22.86,1830,4,22.859975
2021-04-01 09:29:00-04:00,22.861,22.87,22.861,22.87,1192,7,22.865383
2021-04-01 09:30:00-04:00,22.87,22.88,22.84,22.87,267015,212,22.867608
2021-04-01 09:31:00-04:00,22.87,22.89,22.87,22.89,75203,153,22.885136
2021-04-01 09:32:00-04:00,22.897,22.91,22.89,22.903,49236,90,22.896367
2021-04-01 09:33:00-04:00,22.9028,22.91,22.895,22.9086,77718,112,22.90286
2021-04-01 09:34:00-04:00,22.9099,22.91,22.8781,22.8781,27343,96,22.893179
2021-04-01 09:35:00-04:00,22.87,22.89,22.865,22.88,98622,181,22.877378
2021-04-01 09:36:00-04:00,22.88,22.9,22.88,22.895,83748,102,22.892461
2021-04-01 09:37:00-04:00,22.8901,22.92,22.8901,22.9101,65589,129,22.908094
2021-04-01 09:38:00-04:00,22.92,22.92,22.885,22.89,49927,96,22.897784
2021-04-01 09:39:00-04:00,22.89,22.92,22.885,22.91,90142,218,22.901735
2021-04-01 09:40:00-04:00,22.91,22.9195,22.9,22.9195,161738,143,22.909899
2021-04-01 09:41:00-04:00,22.92,22.93,22.91,22.921,27469,82,22.920721
2021-04-01 09:42:00-04:00,22.9201,22.9201,22.9,22.9,163649,212,22.911188
2021-04-01 09:43:00-04:00,22.9,22.91,22.89,22.905,43295,109,22.899292
2021-04-01 09:44:00-04:00,22.9,22.9099,22.88,22.885,49905,97,22.896908
2021-04-01 09:45:00-04:00,22.88,22.9,22.87,22.89,67381,142,22.886289
2021-04-01 09:46:00-04:00,22.895,22.91,22.8811,22.905,74970,172,22.898656
2021-04-01 09:47:00-04:00,22.9,22.9083,22.89,22.89,75834,125,22.898129
2021-04-01 09:48:00-04:00,22.89,22.9,22.88,22.895,40888,92,22.890148
2021-04-01 09:49:00-04:00,22.895,22.9,22.8812,22.89,37510,111,22.890352
2021-04-01 09:50:00-04:00,22.89,22.925,22.89,22.915,44274,115,22.912867
2021-04-01 09:51:00-04:00,22.92,22.97,22.92,22.94,602243,471,22.941564
2021-04-01 09:52:00-04:00,22.94,22.9499,22.9219,22.945,23499,116,22.934584
2021-04-01 09:53:00-04:00,22.945,22.9458,22.93,22.93,76999,123,22.937297
2021-04-01 09:54:00-04:00,22.935,22.9399,22.92,22.9281,26566,107,22.925352
2021-04-01 09:55:00-04:00,22.92,22.93,22.92,22.9201,22307,70,22.922206
2021-04-01 09:56:00-04:00,22.925,22.94,22.915,22.93,49077,144,22.926013
2021-04-01 09:57:00-04:00,22.93,22.93,22.91,22.91,40720,90,22.91778
2021-04-01 09:58:00-04:00,22.91,22.9181,22.89,22.891,19920,96,22.901511
2021-04-01 09:59:00-04:00,22.89,22.895,22.87,22.88,62925,154,22.885274
2021-04-01 10:00:00-04:00,22.88,22.92,22.86,22.92,285214,373,22.883898
2021-04-01 10:01:00-04:00,22.92,22.92,22.88,22.88,115692,164,22.906427
2021-04-01 10:02:00-04:00,22.885,22.89,22.88,22.885,63871,83,22.886974
2021-04-01 10:03:00-04:00,22.8801,22.899,22.88,22.89,67684,115,22.888286
2021-04-01 10:04:00-04:00,22.889,22.89,22.8716,22.89,79027,81,22.880292
2021-04-01 10:05:00-04:00,22.89,22.89,22.8519,22.865,151694,160,22.866185
2021-04-01 10:06:00-04:00,22.87,22.88,22.85,22.855,108658,169,22.866671
2021-04-01 10:07:00-04:00,22.855,22.87,22.85,22.86,15716,71,22.861266
2021-04-01 10:08:00-04:00,22.87,22.87,22.86,22.861,13740,39,22.863755
2021-04-01 10:09:00-04:00,22.861,22.87,22.86,22.86,24236,95,22.865696
2021-04-01 10:10:00-04:00,22.87,22.87,22.85,22.86,97280,163,22.860878
2021-04-01 10:11:00-04:00,22.86,22.86,22.835,22.835,61077,133,22.84342
2021-04-01 10:12:00-04:00,22.83,22.85,22.83,22.845,103119,183,22.842615
2021-04-01 10:13:00-04:00,22.84,22.859,22.84,22.855,13627,57,22.848284
2021-04-01 10:14:00-04:00,22.86,22.8681,22.845,22.845,68690,122,22.858059
2021-04-01 10:15:00-04:00,22.85,22.86,22.835,22.86,105149,185,22.84653
2021-04-01 10:16:00-04:00,22.865,22.87,22.85,22.855,27164,56,22.859305
2021-04-01 10:17:00-04:00,22.8599,22.8599,22.82,22.825,373261,363,22.839633
2021-04-01 10:18:00-04:00,22.83,22.85,22.8256,22.845,159676,231,22.834577
2021-04-01 10:19:00-04:00,22.8476,22.85,22.84,22.84,10708,54,22.846173
2021-04-01 10:20:00-04:00,22.84,22.8494,22.835,22.84,49055,68,22.840023
2021-04-01 10:21:00-04:00,22.84,22.84,22.83,22.835,35816,87,22.83576
2021-04-01 10:22:00-04:00,22.835,22.85,22.835,22.845,13167,40,22.84087
2021-04-01 10:23:00-04:00,22.85,22.85,22.83,22.83,31405,106,22.837378
2021-04-01 10:24:00-04:00,22.83,22.835,22.825,22.827,21111,40,22.828919
2021-04-01 10:25:00-04:00,22.83,22.85,22.83,22.85,21699,67,22.841111
2021-04-01 10:26:00-04:00,22.8419,22.86,22.8419,22.85,18199,51,22.853323
2021-04-01 10:27:00-04:00,22.8575,22.86,22.84,22.85,159634,235,22.8577
2021-04-01 10:28:00-04:00,22.85,22.86,22.8415,22.845,51672,93,22.853097
2021-04-01 10:29:00-04:00,22.85,22.87,22.85,22.86,379286,351,22.868446
2021-04-01 10:30:00-04:00,22.855,22.8692,22.855,22.8689,12397,45,22.863141
2021-04-01 10:31:00-04:00,22.8612,22.87,22.8611,22.8611,16048,55,22.86607
2021-04-01 10:32:00-04:00,22.865,22.875,22.8611,22.87,23407,86,22.868527
2021-04-01 10:33:00-04:00,22.868,22.87,22.86,22.87,34397,65,22.866448
2021-04-01 10:34:00-04:00,22.87,22.88,22.8689,22.88,42544,99,22.871021
2021-04-01 10:35:00-04:00,22.88,22.89,22.8715,22.89,76762,101,22.888315
2021-04-01 10:36:00-04:00,22.8981,22.8981,22.88,22.8886,41985,60,22.889088
2021-04-01 10:37:00-04:00,22.8881,22.8881,22.87,22.87,61710,135,22.878466
2021-04-01 10:38:00-04:00,22.88,22.88,22.83,22.84,146804,156,22.854797
2021-04-01 10:39:00-04:00,22.83,22.83,22.8,22.8,70637,146,22.815027
2021-04-01 10:40:00-04:00,22.8086,22.82,22.8012,22.8186,108374,131,22.809267
2021-04-01 10:41:00-04:00,22.819,22.8399,22.819,22.83,33259,63,22.826328
2021-04-01 10:42:00-04:00,22.835,22.8585,22.83,22.855,168976,169,22.845508
2021-04-01 10:43:00-04:00,22.855,22.88,22.8519,22.88,9216,74,22.868865
2021-04-01 10:44:00-04:00,22.87,22.88,22.87,22.87,5678,34,22.873931
2021-04-01 10:45:00-04:00,22.87,22.89,22.863,22.8819,82740,169,22.875178
2021-04-01 10:46:00-04:00,22.885,22.9,22.87,22.87,138428,147,22.881751
2021-04-01 10:47:00-04:00,22.87,22.88,22.87,22.8795,102511,99,22.871333
2021-04-01 10:48:00-04:00,22.88,22.9,22.88,22.885,722777,418,22.888492
2021-04-01 10:49:00-04:00,22.885,22.9,22.885,22.89,14898,48,22.895657
2021-04-01 10:50:00-04:00,22.891,22.9,22.891,22.9,96043,116,22.899797
2021-04-01 10:51:00-04:00,22.9005,22.93,22.9005,22.92,35721,88,22.917199
2021-04-01 10:52:00-04:00,22.925,22.94,22.92,22.93,49322,140,22.928923
2021-04-01 10:53:00-04:00,22.93,22.94,22.93,22.94,88088,108,22.939473
2021-04-01 10:54:00-04:00,22.94,22.9401,22.925,22.925,32365,66,22.934602
2021-04-01 10:55:00-04:00,22.9257,22.95,22.925,22.94,38856,116,22.936145
2021-04-01 10:56:00-04:00,22.935,22.9481,22.9311,22.94,76002,93,22.939842
2021-04-01 10:57:00-04:00,22.95,22.95,22.93,22.934,57471,65,22.939059
2021-04-01 10:58:00-04:00,22.935,22.94,22.93,22.93,12176,64,22.936603
2021-04-01 10:59:00-04:00,22.93,22.9381,22.93,22.93,3150,25,22.930375
2021-04-01 11:00:00-04:00,22.93,22.94,22.93,22.93,34820,88,22.932017
2021-04-01 11:01:00-04:00,22.93,22.94,22.93,22.931,17425,57,22.934853
2021-04-01 11:02:00-04:00,22.9319,22.95,22.93,22.945,44808,99,22.936806
2021-04-01 11:03:00-04:00,22.95,22.975,22.945,22.955,133042,191,22.957915
2021-04-01 11:04:00-04:00,22.9514,22.97,22.9514,22.9599,68673,95,22.960482
2021-04-01 11:05:00-04:00,22.96,22.9781,22.955,22.97,84319,106,22.965534
2021-04-01 11:06:00-04:00,22.97,22.97,22.9319,22.9481,63897,87,22.954321
2021-04-01 11:07:00-04:00,22.945,22.95,22.935,22.9381,29318,57,22.945503
2021-04-01 11:08:00-04:00,22.94,22.94,22.9311,22.94,15173,43,22.938499
2021-04-01 11:09:00-04:00,22.94,22.95,22.935,22.94,56818,91,22.939937
2021-04-01 11:10:00-04:00,22.94,22.95,22.94,22.95,20936,40,22.942373
2021-04-01 11:11:00-04:00,22.95,22.96,22.9419,22.95,24080,67,22.951674
2021-04-01 11:12:00-04:00,22.948,22.96,22.945,22.955,16221,51,22.951973
2021-04-01 11:13:00-04:00,22.9599,22.96,22.95,22.9581,18369,53,22.957151
2021-04-01 11:14:00-04:00,22.955,22.9681,22.9517,22.9681,26000,119,22.958645
2021-04-01 11:15:00-04:00,22.97,22.97,22.96,22.9605,4354,31,22.965853
2021-04-01 11:16:00-04:00,22.97,22.98,22.95,22.98,124708,210,22.968249
2021-04-01 11:17:00-04:00,22.985,22.9882,22.97,22.975,57903,106,22.97855
2021-04-01 11:18:00-04:00,22.97,22.9793,22.96,22.965,14178,55,22.96828
2021-04-01 11:19:00-04:00,22.97,22.97,22.95,22.957,4761,42,22.960929
2021-04-01 11:20:00-04:00,22.95,22.97,22.94,22.965,67801,160,22.952408
2021-04-01 11:21:00-04:00,22.97,23.0,22.97,22.995,108558,229,22.993998
2021-04-01 11:22:00-04:00,22.9981,22.9989,22.99,22.99,75678,93,22.990609
2021-04-01 11:23:00-04:00,22.999,23.0,22.99,23.0,27862,52,22.996262
2021-04-01 11:24:00-04:00,22.995,23.01,22.9919,23.005,81088,152,23.000362
2021-04-01 11:25:00-04:00,23.0085,23.019,23.0,23.01,25833,60,23.010518
2021-04-01 11:26:00-04:00,23.0089,23.0089,22.99,22.995,42266,58,22.998494
2021-04-01 11:27:00-04:00,22.99,22.9915,22.98,22.9813,77524,86,22.989742
2021-04-01 11:28:00-04:00,22.98,22.99,22.97,22.9718,16953,37,22.974689
2021-04-01 11:29:00-04:00,22.9739,22.975,22.96,22.9619,49270,77,22.969153
2021-04-01 11:30:00-04:00,22.97,22.98,22.9601,22.98,35193,82,22.97038
2021-04-01 11:31:00-04:00,22.98,23.0,22.975,23.0,63624,85,22.987396
2021-04-01 11:32:00-04:00,23.0,23.005,22.99,23.005,20125,81,22.996797
2021-04-01 11:33:00-04:00,23.0081,23.01,22.99,22.995,85987,106,22.999791
2021-04-01 11:34:00-04:00,22.9981,23.01,22.995,23.0,33135,67,23.001339
2021-04-01 11:35:00-04:00,23.0,23.01,23.0,23.01,14288,34,23.007405
2021-04-01 11:36:00-04:00,23.01,23.02,23.0001,23.02,115984,122,23.009887
2021-04-01 11:37:00-04:00,23.0111,23.07,23.0111,23.0481,438284,498,23.042318
2021-04-01 11:38:00-04:00,23.049,23.049,23.01,23.01,37027,77,23.030483
2021-04-01 11:39:00-04:00,23.01,23.0287,23.005,23.015,99290,147,23.016818
2021-04-01 11:40:00-04:00,23.02,23.05,23.02,23.05,32145,87,23.037594
2021-04-01 11:41:00-04:00,23.04,23.04,23.03,23.0371,19637,63,23.039473
2021-04-01 11:42:00-04:00,23.04,23.04,23.015,23.0281,56056,114,23.027227
2021-04-01 11:43:00-04:00,23.02,23.02,23.01,23.015,19451,62,23.018515
2021-04-01 11:44:00-04:00,23.0199,23.0299,23.0116,23.02,40940,86,23.019478
2021-04-01 11:45:00-04:00,23.019,23.0301,23.0114,23.0301,33328,89,23.026288
2021-04-01 11:46:00-04:00,23.03,23.035,23.025,23.035,24065,69,23.029295
2021-04-01 11:47:00-04:00,23.033,23.04,23.025,23.0398,26288,56,23.034282
2021-04-01 11:48:00-04:00,23.03,23.04,23.03,23.04,9777,34,23.033806
2021-04-01 11:49:00-04:00,23.0399,23.04,23.02,23.03,46480,123,23.030064
2021-04-01 11:50:00-04:00,23.03,23.04,23.03,23.035,64813,102,23.037196
2021-04-01 11:51:00-04:00,23.0399,23.04,23.03,23.03,51483,69,23.032914
